happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,Continent_x,Marriage,Divorce,Actual,Percent,rank,IQ,education_expenditure,avg_income,avg_temp,ISO3,Continent_y,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Year,Expected Years of Schooling,location,indicator,subject,measure,frequency,time,value,Unnamed: 0,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,avg_temp_c,latitude,longitude,altitude
5.835084365064496,1.4928052417842248,1.2650280257662978,0.45998821746037,0.6662140484895089,0.1164454819305553,0.1441762167474627,Asia,7.233078757951965,3.2032127221704747,2.271561906233559,45.31732129812401,3.693692219959539,103.9105047281458,185.1647114476209,3881.072716041077,19.162468364399352,CHN,Asia,Northern Hemisphere,High,EAP,77.63208794623498,2021.0,14.211997465411256,CHN,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,5485.447088942527,31.54166565612015,CHN,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.528582114680648,6.877806948234044,37.265110122462474,99.84489391576396,0.0
5.778108272083647,1.3568098577848122,1.1961825343969237,0.3700409272189434,0.7378362279838697,0.1400486789122983,0.1153531747670073,Asia,5.603773590543285,0.3849297712553425,14.18545668792742,7.097958692785406,44.402574464845245,91.5879754683124,4.767389931622915,2971.9122541665847,28.61892358264667,,,,,,,,,,,,,,,,,,,,,,,,25.382872311524313,19.448516011644053,102.47300754606798,0.0
5.8025156289503235,1.4301984044665803,1.4186993477543712,0.3898874887631625,0.6737270044154935,0.1439832061495537,0.059373747303093,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,105.65168473772876,2021.0,13.05276493889792,PRY,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-159.45136351775977,,,,,,,,,24.072083371808414,-25.52533808441169,-54.4385293437741,0.0
5.7579760056639335,1.4423076192264614,1.4182145355915226,0.3866542920906217,0.6825598519691446,0.1492877770935219,0.0675837142029696,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,104.58487490341628,2021.0,12.710593221825206,PRY,MEATCONSUMP,PIG,KG_CAP,A,2023.0,152.07879615562285,,,,,,,,,23.20820402447593,-26.721066390822656,-56.60616995519372,0.0
5.77181016717605,1.4121650554515497,1.4259336150235058,0.3970478820377915,0.6822534242441816,0.153407526152743,0.0502749294855635,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,101.15919158177488,2021.0,12.92204913845095,PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,321.75027530953065,,,,,,,,,23.8147980664574,-23.160262525997712,-55.41586115915644,0.0
5.784776059119907,1.4204837073297791,1.4305482865239227,0.4018462287639729,0.6812673233605461,0.1431757602933165,0.0683288280420482,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,105.21133801650208,2021.0,13.035515611305494,PRY,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,-247.4497838503704,,,,,,,,,23.544524566618332,-26.751858113418898,-55.32042302869539,0.0
5.840630175200586,1.454480600817882,1.4008839947523943,0.3953743671447026,0.6773109834354426,0.1513323732466778,0.0515259613299077,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,110.62462519498295,2021.0,13.103431989738882,PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,89.35545266995425,,,,,,,,,24.093802238081366,-24.468224070218753,-63.74388052927331,0.0
5.707302877195957,1.4113630553275218,1.4058875121876042,0.3913886271020533,0.6804177258920595,0.1470726790628355,0.0623483217272395,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,107.14538039781198,2021.0,12.940711205467451,PRY,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,24.550088811121768,,,,,,,,,24.397122623698504,-23.87949533983604,-50.92740151641923,0.0
5.823188312646764,1.4024309338485177,1.406217386058984,0.3910477825035061,0.6755260049469503,0.1522240220214193,0.0629524424312317,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,101.9064554944874,2021.0,12.725294307838675,PRY,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,-174.66599580489995,,,,,,,,,24.228289042216716,-21.35122508309181,-58.7459179829555,0.0
5.867487417641919,1.4164142161419069,1.4078697621070928,0.3925107236217283,0.6740167000136885,0.1445565166831969,0.0658036319860975,,,,,,,,,,,PRY,America,Southern Hemisphere,High,LAC,104.95096904040416,2021.0,13.165887497769289,PRY,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,212.72364014301175,,,,,,,,,23.229848214976723,-25.049425423219116,-52.11582057342303,0.0
5.694644581091781,1.5043894904786597,1.3852212494096343,0.4156660211358462,0.5613774516156695,0.1699621794127434,0.0598011711644264,Europe,5.337940751827467,1.408162898071508,3.663458625595105,26.145475592025697,61.258555430420095,85.10109014530654,,6829.97327865896,21.456150104354837,MNE,Europe,Northern Hemisphere,Very High,ECA,49.99441293915105,2021.0,15.203469758847412,,,,,,,,,,,,,,,,17.15101242481552,41.77056785267426,20.71411640798868,0.0
5.69164003949255,1.3357181609439772,1.331689487157887,0.4153271748783647,0.5856348505708543,0.0726577766714011,0.0320629874085116,North America,7.374681097791923,1.5156123053147212,4.962772171977192,19.99619313812899,,,,,,JAM,America,Northern Hemisphere,High,LAC,111.31119188110306,2021.0,13.41994061466933,,,,,,,,,,,,,,,,28.475917631486432,19.159441543557357,-81.04518378683802,0.0
5.661548859420383,1.234807816662897,1.2010043846491985,0.3212345097926513,0.6565666334489032,0.1048264102325992,0.0612251853296893,,,,,,78.2381322243159,79.22268751045698,164.69565969751162,1480.8406771626087,27.46604156441504,BOL,America,Southern Hemisphere,Medium,LAC,113.64313618389488,2021.0,14.880816038978994,,,,,,,,,,,,,,,,15.45606559806151,-16.605266496858075,-69.13767673673655,0.0
5.695421428154653,1.6749851587693774,1.3906703179351545,0.374019485728784,0.4410135971496739,0.1218742239540924,0.1054259387791464,Europe,5.2174346227081445,3.9602790168573687,1.1720061983128998,74.10211454476473,31.976150329749444,95.70055108841024,423.6498483527706,8600.430307997767,10.213532157513184,,,,,,,,,,,,,,,,,,,,,,,,9.629540771868555,52.92669497284332,55.08192399441805,0.0
5.535446796328095,1.48063449788219,1.352951951030177,0.4263901303453037,0.4848067455393486,0.2492587517067061,0.0079043198591345,Europe,4.752412215780172,0.610182501270171,8.00786854102339,13.730624927881124,,,,,,BIH,Europe,Northern Hemisphere,High,ECA,74.69502182343594,2021.0,13.735206800456952,,,,,,,,,,,,,,,,12.114394662282145,44.57463609518463,15.62958988756078,0.0
5.603825936668837,1.4416771115997031,1.21617810320427,0.4919692240211995,0.5656996789640494,0.0820532481127191,0.0621474560891481,South America,2.223264986571627,0.6832428249721584,3.389919301221672,29.34431383832596,65.93489602233004,82.22459363246084,185.72113756756085,5237.938849920486,31.04339543171856,COL,America,Northern Hemisphere,High,LAC,87.503268387313,2021.0,14.567509417943022,COL,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-113.04625011499084,39.271611764646515,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.221426503234446,25.796139022473657,5.085737740657102,-80.02220480063248,0.0
5.615660951790613,1.4510350231932905,1.227571700209304,0.4754148071067401,0.5736167980896394,0.0796196085748792,0.0648980596590029,South America,2.3891549878255955,0.6856094634250051,3.3128632534331226,30.228052070001603,64.5738754994529,82.15815816620629,235.48799826142863,4422.015567701882,30.132702358360312,COL,America,Northern Hemisphere,High,LAC,82.86362346654755,2021.0,14.698640023068092,COL,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-335.65856005732945,38.68719161382695,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.015490910316703,25.5998893964558,6.764570380539887,-76.7024704700751,0.0
5.611078394268309,1.441192589826836,1.209857082377095,0.4919185746466492,0.5584460749842182,0.0738284327358491,0.0689976148118559,South America,2.506229574830984,0.6555452503743165,3.1210147020634738,31.242982916694153,65.76958514532353,82.83065469217755,177.22205664122706,4861.334171053107,29.478942929627173,COL,America,Northern Hemisphere,High,LAC,87.59619604452816,2021.0,14.373302798501069,COL,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-58.07994575933553,39.655405355259354,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.099407357457779,25.885293883134818,3.870726842511394,-70.6645991660798,0.0
5.610550817805727,1.4227736074073285,1.2087093470626775,0.4957895305872831,0.5554710826537728,0.0841435787152634,0.0662162926408578,South America,2.232926442381873,0.7322472162717035,3.333614299596879,29.658733353806724,66.69104383504205,83.94250081850734,233.399994013778,6614.707506250544,30.200842000022117,COL,America,Northern Hemisphere,High,LAC,90.08795053521514,2021.0,14.55389878040685,COL,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,153.28989967540917,38.49671893045176,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.299964238133287,25.814097847242085,10.255254228060364,-70.31455710456862,0.0
5.6043624438517305,1.4559320310963622,1.199938658455044,0.476792080941092,0.5662300596622083,0.0798394728897163,0.0652935652035464,South America,2.3826518360015125,0.6984866588754645,3.31027942973187,30.848195634039588,63.96457778837088,82.21758189489175,294.20802207088803,5169.422207429995,30.639469213969853,COL,America,Northern Hemisphere,High,LAC,86.47698040849528,2021.0,14.34944551062459,COL,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,562.5337320633174,39.854640925126525,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.160126151938381,25.31403243612492,7.153754361897045,-76.28462354478104,0.0
5.670735571787467,1.47383470804998,1.2018755766825693,0.4851844956062692,0.5629645373644043,0.0816434517373077,0.0768144557848344,South America,2.1754460969346403,0.7147922364252013,3.2613206149374383,29.48244842896361,65.93543940982588,82.81726377433466,175.3709537984962,5116.087959839861,30.96703418461865,COL,America,Northern Hemisphere,High,LAC,86.74869176990325,2021.0,14.58906383402267,COL,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,1004.0859556151352,39.981919353875206,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.22074190213175,25.455645307238647,4.568634866605814,-80.3761392190792,0.0
5.6582043867843765,1.4564560371991933,1.222476110557481,0.4884061007325015,0.5607081731693819,0.0792264156369758,0.0714348700462798,South America,2.391492978972865,0.7112904250228931,3.3052151188262635,30.72700584446953,66.60559582387498,82.16499532325702,296.98893571763585,4151.1987291058895,29.707367479469195,COL,America,Northern Hemisphere,High,LAC,91.7219781628587,2021.0,14.40764031401965,COL,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,1658.10405107997,39.71076645578539,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,3.934408347214293,26.082468877861626,5.751068598975943,-71.81505358011891,0.0
5.719259442862551,1.4718894782047292,1.212947137314308,0.4887580261811505,0.5645604364268603,0.0881810901145571,0.0672130040561072,South America,2.467707738537892,0.6764000172073178,3.1731632693474157,30.486657323687616,66.59931030503579,83.16535318537852,109.8412829862512,6170.74891376655,30.632130100818895,COL,America,Northern Hemisphere,High,LAC,87.46790866924263,2021.0,14.648946694590192,COL,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,184.51118647551272,39.20622992869319,COL,ALCOHOL,TOT,LT_CAP15,A,2019.0,4.229750138378005,26.113805325851537,4.637341458883387,-77.66080630991063,0.0
5.609869072697103,1.515878747589488,1.2540691748367256,0.3485603680498649,0.6280424055077548,0.0806291205583056,0.1942638734388983,North America,4.5385218663648335,1.772223397956236,2.444267856558872,43.32546236687222,73.84530269602537,82.1263537901805,122.17039197040155,5844.151297275717,32.05814693191159,DOM,America,Northern Hemisphere,High,LAC,80.29795792397705,2021.0,14.427013310538912,,,,,,,,,,,,,,,,26.47900937191366,17.7774017068966,-73.21326933177377,0.0
5.501485535872211,1.3291541100750175,1.1636464512566849,0.4722938097672471,0.5643122113856516,0.0764684774888897,0.0701499474312101,South America,5.612668419972009,1.0846783051710251,5.130059143774522,20.18203161163176,79.8957614191465,78.18775078946157,186.59417260310943,4291.249032330843,26.121854568951917,ECU,America,Southern Hemisphere,High,LAC,90.03553498698582,2021.0,14.49637958511842,,,,,,,,,,,,,,,,20.082946996727635,-0.7946522211364103,-82.09290357627837,0.0
5.517089934441874,1.3662337374796845,1.1635238142695736,0.5008196517816087,0.5507653169575655,0.066477533379788,0.0307206166374011,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,81.19652115560297,2021.0,15.340116413338547,PER,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,236.45522655898716,47.061733974099944,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.577623495486258,19.75864073442201,-7.996965023350296,-76.76386338025858,0.0
5.511525252188581,1.3967308372132303,1.158341005329926,0.5015330408288352,0.5567042545644509,0.0734716025234012,0.035514867418553,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,89.83048481121787,2021.0,15.355965613527134,PER,MEATCONSUMP,PIG,KG_CAP,A,2023.0,56.51277559648649,46.563723691786365,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.757907764651893,20.10975610041137,-10.11417205663398,-78.17699059770469,0.0
5.539374668498148,1.3841679771340902,1.1517646533218988,0.4944922009458359,0.5501549034191419,0.0807619477473618,0.0242648072968169,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,88.40815647542777,2021.0,15.421393525037551,PER,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,-166.63367621919366,46.261880523002695,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.781194268136189,20.522039348019938,-12.651930272256774,-77.8680364510742,0.0
5.583287072677752,1.3834803101230515,1.1469804256188254,0.4930722119260031,0.549252288042426,0.0735222407441839,0.0203968138309426,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,85.2591321528554,2021.0,15.340896442331813,PER,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,214.05868346849252,45.590410561576725,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.589236053778511,20.722298387389767,-10.841383650491023,-77.19288025083888,0.0
5.535737891609706,1.402284120731876,1.161294698217929,0.5077035313530643,0.5531767774512921,0.073948585365943,0.0233073165397007,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,77.91078055794213,2021.0,15.42269520334909,PER,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,1781.3344456406774,46.616272226267945,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.438120028771204,20.084166336644216,-10.748090190126204,-77.91792661181009,0.0
5.535877108000338,1.381314947653135,1.1605009185819322,0.4997735819483275,0.5416249994356833,0.0770647913920212,0.0211858655325602,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,80.45414375350599,2021.0,15.425206719645097,PER,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,216.88797265213992,45.05371861281813,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.829734697731336,20.017085946817527,-9.844555586887768,-77.70285271012567,0.0
5.526526201953076,1.4098252488306184,1.155791914823477,0.4826781841161656,0.5526026091937514,0.0736770233583898,0.016866958124397,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,80.38275984289217,2021.0,15.326858749342314,PER,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,8.673631911999479,45.89722682403493,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.7799494742936535,19.61788099853008,-10.170656026323028,-76.52198895063201,0.0
5.568475187980893,1.3943272137842782,1.15888318266805,0.507747612717018,0.5472259522090991,0.0780090334946451,0.0363667058527516,,,,,,,,,,,PER,America,Southern Hemisphere,High,LAC,80.34384577677169,2021.0,15.434504148434952,PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,29.71868833639444,47.04669393973257,PER,ALCOHOL,TOT,LT_CAP15,A,2019.0,5.758207523878958,19.91596448985206,-13.090368016156129,-74.2684010572478,0.0
5.493188957232747,1.2312766859012207,1.108504325565428,0.281709627332374,0.7062186334774163,0.1096290716248831,0.1466746492087757,,,,,,63.490218728445555,83.13489957660046,16.12483645870035,1856.423172591447,31.351179467601675,PHL,Asia,Northern Hemisphere,Medium,EAP,114.97213266377496,2021.0,13.043078540400067,PHL,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-202.04723296138545,,,,,,,,,23.88735777947044,14.189361717481232,121.63844196381368,0.0
5.446651632632648,1.209509004179059,1.0853153532884052,0.2864795180245749,0.7164876335490888,0.1015232698151942,0.125836920196661,,,,,,65.45930357799037,82.10389404071431,25.484889888556765,2675.0311712497237,31.874178478787243,PHL,Asia,Northern Hemisphere,Medium,EAP,118.0788795552399,2021.0,13.411378933822284,PHL,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-22.293226700901457,,,,,,,,,23.84968816623747,13.9304517786472,118.9330472549091,0.0
5.55677640505881,1.250179236930979,1.1091662232298611,0.2886933369621704,0.7113187778070544,0.0980255692820634,0.1424472175307468,,,,,,64.94979799172744,82.9937936161538,28.60334192175479,2522.4934324677997,31.915021427004795,PHL,Asia,Northern Hemisphere,Medium,EAP,114.31740453324296,2021.0,13.169170254609028,PHL,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,20.993051322637236,,,,,,,,,23.709851876675444,16.77405804561576,119.7040115186031,0.0
5.542659030202966,1.2431953470816333,1.1042880559005406,0.2753399833549628,0.7045541112854465,0.1068801865919491,0.1384983951329008,,,,,,66.94140018228802,82.29446195834856,100.27033083727784,3195.159389570871,32.04293548497914,PHL,Asia,Northern Hemisphere,Medium,EAP,115.17339515636844,2021.0,13.213775731061553,PHL,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,131.94710775859335,,,,,,,,,24.333986976763843,15.096980872276436,125.38354024467924,0.0
5.592348075834514,1.2440791765039532,1.1349012702631442,0.2839250024300352,0.7089032077476454,0.105347523970037,0.1377070541774308,,,,,,63.005340017091086,83.556409926596,87.35872982871936,1155.2850640208935,32.07083930225666,PHL,Asia,Northern Hemisphere,Medium,EAP,115.18200799938872,2021.0,13.098749308893227,PHL,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,217.55850749502864,,,,,,,,,24.05899099450785,12.666560643844734,124.16042012628256,0.0
5.3957756418959875,1.2446648441403303,1.1167547513773786,0.2954665488306216,0.7238856696352547,0.099631790002071,0.124488923243371,,,,,,65.57255633255588,83.21686152790944,55.9341008737252,1397.0401455455026,31.630735775178245,PHL,Asia,Northern Hemisphere,Medium,EAP,118.40504351514063,2021.0,13.02394399985536,PHL,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,2083.0199489682027,,,,,,,,,23.852834215721312,14.269554661239791,122.66136480496202,0.0
5.517741618789947,1.2282847663459333,1.1107852894407673,0.2938268645204454,0.7107429330319808,0.1011680609771992,0.1408323778616307,,,,,,65.92196165690156,83.386928914638,59.81362967921874,1728.3915313937812,31.916019904129133,PHL,Asia,Northern Hemisphere,Medium,EAP,118.37836385928604,2021.0,13.24563111331449,PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,293.0478348609231,,,,,,,,,24.154912338091563,17.167298805163455,114.7302305446104,0.0
5.528591867433854,1.2352204247596748,1.114397306798698,0.2839138175188504,0.7158895962290823,0.1011550915182898,0.1415108368901673,,,,,,65.07466709059068,83.19411462910927,135.9751011177801,1203.1546908630346,32.59934619484296,PHL,Asia,Northern Hemisphere,Medium,EAP,116.43135722056412,2021.0,13.173551445086767,PHL,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,2170.1542117216827,,,,,,,,,23.90246869851439,14.651470147247773,121.15290013266784,0.0
5.386828901032661,1.6265799470139932,1.442858307519204,0.413143145712848,0.5506570718746842,0.1066158842366048,0.0051851418057538,Europe,4.143956508567945,1.5097286289380878,2.840677276936207,36.5077756237538,39.02341882870174,92.07288157242353,142.6210558401047,6339.325659730135,18.26286480674192,BGR,Europe,Northern Hemisphere,High,,71.40411031066296,2021.0,13.52511419022411,,,,,,,,44.357606890375315,BGR,ALCOHOL,TOT,LT_CAP15,A,2019.0,11.14264139325251,13.390462021197552,41.59250257400011,23.411729581668297,0.0
5.355462288407163,1.0019540508816018,1.018571686411747,0.2870893246148694,0.5792919361102632,0.2191657453674461,0.1147754091810901,,,,,,108.61631958923576,51.58321240258597,71.74579525200095,1241.2647014574022,24.74766564784155,NPL,Asia,Northern Hemisphere,Medium,SA,141.98055357415913,2021.0,13.161196249606856,,,,,,,,,,,,,,,,20.515089370337776,27.557565502822733,80.37332922195498,0.0
5.40419560720309,1.4609481604425287,1.1293724971964252,0.4487227292537435,0.551405669959916,0.0573995889922011,0.1652547409639086,Europe,6.073017605538662,0.9542775803106024,6.179348937376864,16.89378926302271,,,,,,ARM,Asia,Northern Hemisphere,High,ECA,89.65155816446817,2021.0,13.221839704475506,,,,,,,,,,,,,,,,8.67779586521767,40.60226170267444,43.667730092135955,0.0
5.43931392112983,0.9606293298914786,1.25336883419434,0.2827659995490788,0.5949977957440921,0.1073030049560783,0.2849192809332586,Asia,13.509730668374864,1.438927218615095,9.508212918728985,9.332496140474774,,,,,,TJK,Asia,Northern Hemisphere,Medium,ECA,120.38619016120587,2021.0,11.59876607195818,,,,,,,,,,,,,,,,16.582292697930395,37.90427476730574,72.69435108977979,0.0
5.38047883283496,1.377215532996639,1.2919907885768158,0.4207913893890317,0.2571784353098593,0.0717800479238585,0.158793290718884,Africa,10.19819074750762,1.6158672627163022,6.430984329441793,17.55349394281412,83.54759338586294,76.69049046457138,348.16006503038375,3203.4867752310292,26.413015649927868,DZA,Africa,Northern Hemisphere,High,AS,85.75948298462019,2021.0,14.713148876970806,,,,,,,,,,,,,,,,19.004849619755145,36.46732998668836,6.753387807601367,0.0
5.290997464694747,1.973217846882866,1.1940690412253434,0.6986673682998892,0.4189951339485523,0.1322726708971314,0.3869086140110975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.343104308852717,1.453340374116205,0.9362398279562172,0.4807855668739668,0.5466113905716758,0.1331387508284827,0.044006162891293,Europe,8.165086492392643,1.6852590889479693,4.749395954545603,21.04751814503214,68.08725270547582,81.77616821026048,88.60370463451,4867.645789207262,21.568498145984115,ALB,Europe,Northern Hemisphere,High,ECA,63.40055241603428,2021.0,14.518537197351774,,,,,,,,,,,,,,,,14.398041039983877,42.65004035821505,20.20910555342432,0.0
5.3247581569817495,1.3816153196744398,1.169347227459658,0.3114761063621774,0.6588808341877223,0.4203760727961759,0.0284188271169951,,,,,,77.23673563262656,79.97972166076282,136.66100043162575,2124.0438361985734,31.883476032199873,IDN,Asia,Southern Hemisphere,High,EAP,112.0290797741368,2021.0,13.624914741400062,IDN,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,-328.95151765521666,33.42273107897406,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,-0.0392952837396074,27.074105293478027,-3.249882112159924,110.8665480621681,0.0
5.251617583507877,1.3770306000638843,1.171288480789897,0.3156507951658113,0.6764283327765517,0.4162943949183787,0.0391292491074682,,,,,,77.25162606079002,80.24774671234859,116.48883783979235,1600.7213380130324,31.480181182054068,IDN,Asia,Southern Hemisphere,High,EAP,117.00517380083274,2021.0,13.75902768755122,IDN,MEATCONSUMP,PIG,KG_CAP,A,2023.0,135.31851262854437,33.46723965608415,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.1107402762437396,27.220290335833223,-5.362729049829902,111.48712079704988,0.0
5.246513467341119,1.3831925351085632,1.1749231133667943,0.3077904053095744,0.662282245632718,0.420548442236492,0.0299236860921796,,,,,,75.97411210670649,79.69713199218364,113.9382006308387,3134.831974057851,30.70492008262329,IDN,Asia,Southern Hemisphere,High,EAP,112.80409597528748,2021.0,13.791914426778698,IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2023.0,164.84839873498956,33.98703150657337,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.1876040998415014,27.10923805993519,-0.996728808616946,115.71886825569132,0.0
5.268170371072942,1.3679382892252243,1.1593795592436356,0.3123825295372369,0.6616157065810614,0.4238326104828131,0.0324396534871103,,,,,,76.88447645214299,80.42006881779206,66.31529215604067,2002.490265903134,31.15240909796982,IDN,Asia,Southern Hemisphere,High,EAP,110.39203384617382,2021.0,13.92433974242379,IDN,MEATCONSUMP,SHEEP,KG_CAP,A,2023.0,-169.2744268382619,34.44967292462481,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.0178036612650291,27.424786876418572,-1.889725062020284,112.09202651882076,0.0
5.221934750251448,1.392875725611314,1.174124918136998,0.3153130796713764,0.6504538412017513,0.4153748066194073,0.025173301133557,,,,,,77.4481153841199,80.3801052197783,139.47215219982243,1246.219551485762,31.553836496570337,IDN,Asia,Southern Hemisphere,High,EAP,110.12256370709376,2021.0,13.763506781560208,IDN,MEATCONSUMP,BEEF,THND_TONNE,A,2023.0,1136.88932389385,33.79936386048218,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.3561705104008991,27.74652680766158,-4.332717635655373,106.29969982349786,0.0
5.26071427883281,1.4143437443532365,1.154621171294591,0.3227988974741138,0.6628030430007128,0.4180149948396555,0.0298029285440394,,,,,,76.77873740890244,79.72985799327623,38.437138284128245,1453.6425476049822,31.44344216846985,IDN,Asia,Southern Hemisphere,High,EAP,113.8468204208576,2021.0,13.81030348626554,IDN,MEATCONSUMP,PIG,THND_TONNE,A,2023.0,289.95037755993263,33.62914542917672,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.1029405053279371,27.343904274837456,-3.6864574656960447,112.78218489044356,0.0
5.302506205521804,1.3943309913139854,1.1659720673246263,0.3219315409378777,0.6550667462806733,0.4200480712496676,0.0297641460912604,,,,,,72.60799429028067,79.45327698403875,35.45856152634389,2449.06995774116,31.77710757847587,IDN,Asia,Southern Hemisphere,High,EAP,118.05994830527438,2021.0,13.619254649918952,IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,2023.0,2477.969195947844,33.86120025471352,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.0292306953407483,28.11072066860064,-2.65630995566551,118.51859898695226,0.0
5.331418532675231,1.3637420517109686,1.1731683753672864,0.3222952697638849,0.6597230543575877,0.4187614546384716,0.0289337558606532,,,,,,72.26187444709186,80.03759611296071,197.0710547052572,1240.6640587992597,31.837258734353675,IDN,Asia,Southern Hemisphere,High,EAP,114.58856825724553,2021.0,13.75847601558384,IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,2023.0,-1.9126201080629812,34.49848754422138,IDN,ALCOHOL,TOT,LT_CAP15,A,2019.0,0.1107247181406609,27.548589910799812,-3.2735117616333955,109.91449493269158,0.0
5.255147875617772,1.4253566938139053,1.4244240407292672,0.1552411206372244,0.4522148936322001,0.0864169541951556,0.0202524448714635,Africa,3.630549264292159,0.622059239000348,5.6254539382347755,17.448357194138538,96.58116050631152,69.05665682911885,304.50755375486386,5852.058550165827,24.525237895213756,ZAF,Africa,Southern Hemisphere,High,SSA,111.51328498964428,2021.0,13.767196595058406,ZAF,MEATCONSUMP,BEEF,KG_CAP,A,2023.0,110.48214822438484,37.186749660121585,ZAF,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.099826936106581,18.171073846456455,-28.17952950798481,31.926197580590724,0.0
5.347754258795293,1.420572174192681,1.4064119513908566,0.1622680527004526,0.4712265028005449,0.0946971388205953,0.0072720922343506,Africa,3.684464307467311,0.5756692068944588,5.754748772329856,18.20801834579106,93.97895410648329,68.65332467317037,208.00307380692112,5042.32727757684,24.13901654271964,ZAF,Africa,Southern Hemisphere,High,SSA,110.0699546100173,2021.0,13.546270461743417,ZAF,MEATCONSUMP,PIG,KG_CAP,A,2023.0,-81.32465289394618,38.51817885843665,ZAF,ALCOHOL,TOT,LT_CAP15,A,2019.0,7.202847679537761,19.01829986962123,-27.614270878459443,28.74260468602979,0.0
